Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2015-08-10,Kh. a-Rahwah,Hebron,west-bank,1,10,0,Residental
2015-08-10,Deir Ballut,Salfit,west-bank,0,0,0,Residental
2015-08-10,Deir Ballut,Salfit,west-bank,1,0,0,Non Resedential
2015-08-06,Husan,Bethlehem,west-bank,1,0,0,Non Resedential
2015-08-06,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,1,4,2,Residental
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,2,4,0,Residental
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Non Resedential
2015-08-05,al-'Aqabah,Tubas,west-bank,1,6,0,Residental
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2015-08-05,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2015-08-05,al-'Aqabah,Tubas,west-bank,1,4,0,Residental
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2015-08-05,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Residental
2015-08-05,Halhul,Hebron,west-bank,0,0,0,Residental
2015-08-05,al-'Aqabah,Tubas,west-bank,1,5,2,Residental
2015-08-04,Beit Kahil,Hebron,west-bank,1,0,0,Non Resedential
2015-08-04,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential
2015-08-04,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential
2015-08-04,al-Haskah,Hebron,west-bank,2,0,0,Non Resedential
2015-08-03,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential
2015-07-21,Idhna,Hebron,west-bank,2,0,0,Non Resedential
2015-07-21,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2015-07-21,Idhna,Hebron,west-bank,1,0,0,Residental
2015-06-15,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential
2015-06-15,Haris,Salfit,west-bank,1,0,0,Non Resedential
2015-06-10,Asfar,Hebron,west-bank,1,12,10,Residental
2015-06-09,al-Khalayleh,al-Quds,west-bank,4,0,0,Non Resedential
2015-06-09,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2015-06-09,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2015-06-04,al-Mukasar,Tubas,west-bank,1,7,5,Residental
2015-06-04,al-Mukasar,Tubas,west-bank,4,0,0,Non Resedential
2015-06-04,al-Mukasar,Tubas,west-bank,2,10,3,Residental
2015-06-04,al-Mukasar,Tubas,west-bank,2,0,0,Non Resedential
2015-06-04,al-Mukasar,Tubas,west-bank,1,8,6,Residental
2015-06-04,al-Mukasar,Tubas,west-bank,1,0,0,Non Resedential
2015-06-04,al-Mukasar,Tubas,west-bank,1,4,2,Residental
2015-06-04,al-Mukasar,Tubas,west-bank,2,0,0,Non Resedential
2015-06-04,Surif,Hebron,west-bank,1,0,0,Non Resedential
2015-06-04,Surif,Hebron,west-bank,1,0,0,Non Resedential
2015-06-01,Rummanah,Jenin,west-bank,1,0,0,Non Resedential
2015-05-21,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential
2015-05-12,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2015-05-05,Kafr Qadum,Qalqiliya,west-bank,2,0,0,Non Resedential
2015-04-29,Rujeib,Nablus,west-bank,1,0,0,Non Resedential
2015-04-28,a-Nabi Saleh,Ramallah and al-Bira,west-bank,1,0,0,Residental
2015-04-27,al-Jiftlik,Jericho,west-bank,1,10,5,Residental
2015-04-27,al-Jiftlik,Jericho,west-bank,3,0,0,Residental
2015-04-27,al-Jiftlik,Jericho,west-bank,1,7,5,Residental
2015-04-27,al-Jiftlik,Jericho,west-bank,1,4,2,Residental
2015-04-16,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2015-04-01,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2015-03-24,Ta'nak,Jenin,west-bank,3,0,0,Non Resedential
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2015-03-15,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental
2015-03-11,Zabdah,Jenin,west-bank,3,21,13,Residental
2015-03-11,Zabdah,Jenin,west-bank,6,0,0,Non Resedential
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental
2015-03-11,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,6,2,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2015-03-10,al-Jiftlik,Jericho,west-bank,1,4,2,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,7,5,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2015-03-10,al-Jiftlik,Jericho,west-bank,1,9,5,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,1,0,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,6,4,Residental
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2015-03-09,al-Jarushiya,Tulkarm,west-bank,1,0,0,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,3,1,Residental
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-02-24,al-'Udeisah,Hebron,west-bank,1,0,0,Residental
2015-02-11,al-Khalayleh,al-Quds,west-bank,1,0,0,Residental
2015-02-11,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2015-02-05,Husan,Bethlehem,west-bank,1,0,0,Non Resedential
2015-02-02,Qusrah,Nablus,west-bank,2,0,0,Non Resedential
2015-02-02,Qusrah,Nablus,west-bank,1,0,0,Non Resedential
2015-02-02,Qusrah,Nablus,west-bank,1,0,0,Non Resedential
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,2,0,Residental
2015-01-22,Beit Iksa,al-Quds,west-bank,1,8,6,Residental
2015-01-22,Beit Iksa,al-Quds,west-bank,3,0,0,Non Resedential
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,3,1,Residental
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2015-01-22,Beit Iksa,al-Quds,west-bank,1,5,3,Residental
2015-01-22,Beit Iksa,al-Quds,west-bank,1,2,0,Residental
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential
2015-01-21,Deir al-Quruntal,Jericho,west-bank,2,12,7,Residental
2015-01-21,Deir al-Quruntal,Jericho,west-bank,3,0,0,Non Resedential
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,1,8,3,Residental
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,1,3,1,Residental
2015-01-20,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential
2015-01-20,a-Rifa'iya,Hebron,west-bank,1,0,0,Residental
2015-01-20,a-Rifa'iya,Hebron,west-bank,1,6,4,Residental
2015-01-20,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential
2015-01-20,Halhul,Hebron,west-bank,1,0,0,Non Resedential
2015-01-17,Bani Na'im,Hebron,west-bank,1,0,0,Non Resedential
2015-01-14,Deir Jarir,Ramallah and al-Bira,west-bank,1,0,0,Residental
2015-01-14,Mikhmas,al-Quds,west-bank,1,0,0,Non Resedential
2015-01-05,Idhna,Hebron,west-bank,1,4,2,Residental
2015-01-05,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2015-01-05,Idhna,Hebron,west-bank,1,0,0,Non Resedential
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Residental
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Non Resedential
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,2,0,0,Residental
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,2,0,0,Non Resedential
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Residental
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Non Resedential
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,4,0,0,Residental
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Non Resedential
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,2,0,0,Residental
2015-01-01,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Non Resedential
2015-01-01,al-Mufaqarah,Hebron,west-bank,1,0,0,Non Resedential
2014-12-23,Ramallah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-12-22,Jabal al-Baba,al-Quds,west-bank,1,7,6,Residental
2014-12-22,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental
2014-12-22,Jabal al-Baba,al-Quds,west-bank,1,0,0,Non Resedential
2014-12-22,Jabal al-Baba,al-Quds,west-bank,1,0,0,Residental
2014-12-22,Jabal al-Baba,al-Quds,west-bank,1,0,0,Non Resedential
2014-12-17,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-12-15,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2014-11-20,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,2,6,2,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,1,5,3,Residental
2014-11-05,Bardalah,Tubas,west-bank,2,7,5,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,1,5,3,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,2,8,3,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,2,6,4,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,2,6,4,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-05,Bardalah,Tubas,west-bank,1,5,2,Residental
2014-11-05,Bardalah,Tubas,west-bank,0,0,0,Non Resedential
2014-11-03,Kh. Twayel,Nablus,west-bank,2,0,0,Residental
2014-11-03,Kh. Twayel,Nablus,west-bank,1,8,1,Residental
2014-11-03,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,5,3,Residental
2014-11-03,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-11-03,'Arab a-Ramadin a-Shamali,Qalqiliya,west-bank,2,0,0,Non Resedential
2014-11-03,'Arab a-Ramadin a-Shamali,Qalqiliya,west-bank,2,0,0,Non Resedential
2014-11-03,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,2,0,Residental
2014-11-03,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-10-28,Khashm a-Daraj,Hebron,west-bank,1,9,6,Residental
2014-10-27,Um al-Kheir,Hebron,west-bank,1,0,0,Non Resedential
2014-10-27,Um al-Kheir,Hebron,west-bank,1,6,4,Residental
2014-10-27,Um al-Kheir,Hebron,west-bank,1,3,1,Residental
2014-10-27,Um al-Kheir,Hebron,west-bank,1,3,1,Residental
2014-10-27,Um al-Kheir,Hebron,west-bank,1,10,8,Residental
2014-10-27,Um al-Kheir,Hebron,west-bank,1,7,0,Residental
2014-10-20,al-Jiftlik,Jericho,west-bank,1,9,6,Residental
2014-10-20,al-Jiftlik,Jericho,west-bank,1,11,4,Residental
2014-10-20,al-Jiftlik,Jericho,west-bank,1,13,7,Residental
2014-10-20,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2014-10-20,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2014-10-20,al-Jiftlik,Jericho,west-bank,1,2,0,Residental
2014-09-29,Abu Dis,al-Quds,west-bank,3,0,0,Residental
2014-09-29,Kh. Twayel,Nablus,west-bank,1,0,0,Non Resedential
2014-09-29,Kh. Twayel,Nablus,west-bank,1,0,0,Non Resedential
2014-09-10,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential
2014-09-10,Khashm a-Daraj,Hebron,west-bank,1,8,6,Residental
2014-09-10,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential
2014-09-08,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,3,14,8,Residental
2014-09-08,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Non Resedential
2014-09-03,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-09-03,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-09-03,al-Khalayleh,al-Quds,west-bank,2,0,0,Non Resedential
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,20,8,Residental
2014-09-02,Jaba',al-Quds,west-bank,1,13,7,Residental
2014-09-02,Jaba',al-Quds,west-bank,1,0,0,Non Resedential
2014-09-02,Jaba',al-Quds,west-bank,1,9,7,Residental
2014-09-02,Jaba',al-Quds,west-bank,1,9,7,Residental
2014-09-02,Jaba',al-Quds,west-bank,1,0,0,Non Resedential
2014-09-02,Jaba',al-Quds,west-bank,2,0,0,Non Resedential
2014-09-02,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential
2014-09-02,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,10,7,Residental
2014-09-02,Jaba',al-Quds,west-bank,1,5,3,Residental
2014-09-02,Jaba',al-Quds,west-bank,2,0,0,Non Resedential
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,10,4,Residental
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,14,6,Residental
2014-09-02,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential
2014-09-02,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2014-08-28,a-Za'ayem,al-Quds,west-bank,1,10,7,Residental
2014-08-28,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2014-08-28,a-Za'ayem,al-Quds,west-bank,4,45,22,Residental
2014-08-28,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2014-08-20,Deir Dobwan,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-08-20,al-'Aqabah,Tubas,west-bank,1,0,0,Residental
2014-08-20,al-'Aqabah,Tubas,west-bank,1,6,4,Residental
2014-08-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,3,18,12,Residental
2014-08-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-08-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,8,4,Residental
2014-08-18,al-Walajah,Bethlehem,west-bank,3,0,0,Non Resedential
2014-08-06,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2014-08-06,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2014-07-03,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2014-07-03,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2014-07-03,al-'Aqabah,Tubas,west-bank,1,10,8,Residental
2014-07-03,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2014-06-19,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential
2014-06-18,al-Khader,Bethlehem,west-bank,1,10,8,Residental
2014-06-18,al-Khader,Bethlehem,west-bank,1,10,6,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,2,0,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,2,0,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,3,0,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,4,2,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,12,10,Residental
2014-06-18,Khalet al-Furn,Hebron,west-bank,1,0,0,Residental
2014-06-17,Idhna,Hebron,west-bank,1,0,0,Residental
2014-06-09,Far'on,Tulkarm,west-bank,1,0,0,Residental
2014-06-02,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2014-06-02,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2014-06-02,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2014-05-29,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential
2014-05-21,al-Jiftlik,Jericho,west-bank,2,0,0,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,3,0,0,Non Resedential
2014-05-21,al-Jiftlik,Jericho,west-bank,1,5,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,1,6,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,1,4,2,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,1,6,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,1,5,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,3,6,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,5,0,0,Non Resedential
2014-05-21,al-Jiftlik,Jericho,west-bank,1,5,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,1,6,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,2,6,3,Residental
2014-05-21,al-Jiftlik,Jericho,west-bank,5,0,0,Non Resedential
2014-05-20,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-05-20,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-05-20,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2014-05-19,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,9,5,Residental
2014-05-19,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,9,6,Residental
2014-05-19,al-'Eizariyah,al-Quds,west-bank,4,0,0,Non Resedential
2014-05-19,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2014-05-19,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Non Resedential
2014-05-18,Kh. Twayel,Nablus,west-bank,2,0,0,Residental
2014-05-18,Kh. Twayel,Nablus,west-bank,1,0,0,Residental
2014-04-30,Marah al-Baqqar,Hebron,west-bank,1,10,3,Residental
2014-04-30,Marah al-Baqqar,Hebron,west-bank,1,0,0,Non Resedential
2014-04-29,Kh. Twayel,Nablus,west-bank,1,7,5,Residental
2014-04-29,Kh. Twayel,Nablus,west-bank,2,0,0,Non Resedential
2014-04-29,Kh. Twayel,Nablus,west-bank,1,0,0,Non Resedential
2014-04-29,Kh. Twayel,Nablus,west-bank,1,10,7,Residental
2014-04-29,Kh. Twayel,Nablus,west-bank,5,0,0,Non Resedential
2014-04-29,Kh. Twayel,Nablus,west-bank,1,11,1,Residental
2014-04-07,Shweikah,Tulkarm,west-bank,1,0,0,Residental
2014-04-03,Kh. 'Ein Karzaliyah,Jericho,west-bank,5,0,0,Residental
2014-04-03,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2014-04-03,Jabal al-Baba,al-Quds,west-bank,2,21,16,Residental
2014-04-03,Jabal al-Baba,al-Quds,west-bank,2,0,0,Non Resedential
2014-04-03,Jabal al-Baba,al-Quds,west-bank,1,5,3,Residental
2014-04-03,Jabal al-Baba,al-Quds,west-bank,1,0,0,Non Resedential
2014-04-03,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,2,0,Residental
2014-04-03,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2014-04-02,a-Tuwani,Hebron,west-bank,2,0,0,Non Resedential
2014-04-01,Kh. Humsah,Tubas,west-bank,1,10,8,Residental
2014-04-01,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential
2014-04-01,Bruqin,Salfit,west-bank,1,0,0,Non Resedential
2014-04-01,Haris,Salfit,west-bank,4,0,0,Non Resedential
2014-04-01,Kh. Humsah,Tubas,west-bank,1,6,4,Residental
2014-04-01,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Residental
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Non Resedential
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,10,8,Residental
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Non Resedential
2014-04-01,Kh. Humsah,Tubas,west-bank,1,3,0,Residental
2014-04-01,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Residental
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Non Resedential
2014-04-01,Kh. Humsah,Tubas,west-bank,1,8,6,Residental
2014-04-01,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Residental
2014-04-01,Kh. Ja'waneh,Nablus,west-bank,1,0,0,Non Resedential
2014-03-25,Jericho,Jericho,west-bank,1,7,3,Residental
2014-03-25,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2014-03-12,al-'Eizariyah,al-Quds,west-bank,1,10,4,Residental
2014-03-11,Beit Iksa,al-Quds,west-bank,1,5,3,Residental
2014-02-24,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2014-02-17,Kh. Yarza,Tubas,west-bank,1,0,0,Residental
2014-02-17,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-02-17,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-02-17,Kh. Yarza,Tubas,west-bank,1,0,0,Residental
2014-02-17,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2014-02-17,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2014-02-17,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2014-02-17,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2014-02-17,al-'Eizariyah,al-Quds,west-bank,2,0,0,Non Resedential
2014-02-17,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-02-13,Deir Dobwan,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-02-13,Deir Dobwan,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2014-02-12,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2014-02-12,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,2,6,4,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,4,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,2,0,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,2,0,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,5,3,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,4,2,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,4,2,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,6,2,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,2,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,1,0,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,2,7,5,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,4,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,1,0,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,10,2,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Non Resedential
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,3,10,8,Residental
2014-01-30,Kh. Um al-Jamal,Tubas,west-bank,3,0,0,Non Resedential
2014-01-29,al-Jiftlik,Jericho,west-bank,1,1,0,Residental
2014-01-29,al-Jiftlik,Jericho,west-bank,1,2,0,Residental
2014-01-29,al-Jiftlik,Jericho,west-bank,1,2,0,Residental
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Residental
2014-01-22,Kh. Yarza,Tubas,west-bank,2,0,0,Non Resedential
2014-01-22,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,2,7,5,Residental
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-01-22,Kh.Ibziq,Tubas,west-bank,1,6,0,Residental
2014-01-22,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential
